,Platform,Year,Global_Sales
13280,PS,1996-01-01,0.05
15301,PS,1996-01-01,0.02
9963,PS,1996-01-01,0.12
6462,PS,1996-01-01,0.26
8371,SNES,1996-01-01,0.17
3485,SNES,1996-01-01,0.58
7421,SAT,1996-01-01,0.21
3684,PS,1996-01-01,0.55
574,N64,1996-01-01,2.65
10959,PS,1996-01-01,0.09
7419,PS,1996-01-01,0.21
5611,PS,1996-01-01,0.32
11202,N64,1996-01-01,0.09
1645,PS,1996-01-01,1.22
2366,PS,1996-01-01,0.88
194,PC,1996-01-01,5.12
15289,SAT,1996-01-01,0.02
6750,PS,1996-01-01,0.25
6751,PS,1996-01-01,0.25
4449,PS,1996-01-01,0.44
12649,SAT,1996-01-01,0.06
1996,PS,1996-01-01,1.04
372,SNES,1996-01-01,3.51
11261,SAT,1996-01-01,0.08
12633,PS,1996-01-01,0.06
631,PS,1996-01-01,2.44
5042,SAT,1996-01-01,0.38
1819,N64,1996-01-01,1.12
9038,PS,1996-01-01,0.14
9959,PS,1996-01-01,0.12
10736,PS,1996-01-01,0.1
10214,SAT,1996-01-01,0.11
1589,PS,1996-01-01,1.25
10918,PS,1996-01-01,0.09
5731,PS,1996-01-01,0.31
4262,PS,1996-01-01,0.46
3819,N64,1996-01-01,0.53
10338,PS,1996-01-01,0.11
8375,PS,1996-01-01,0.17
7624,N64,1996-01-01,0.2
3665,PS,1996-01-01,0.55
15648,PS,1996-01-01,0.02
4,GB,1996-01-01,31.37
2502,PS,1996-01-01,0.83
11046,N64,1996-01-01,0.09
511,PC,1996-01-01,2.85
2354,PS,1996-01-01,0.88
1718,PS,1996-01-01,1.17
6522,N64,1996-01-01,0.26
4316,SNES,1996-01-01,0.45
11054,PS,1996-01-01,0.09
12787,NG,1996-01-01,0.06
8407,PS,1996-01-01,0.17
1732,PS,1996-01-01,1.17
10773,PS,1996-01-01,0.1
1735,PS,1996-01-01,1.17
8592,N64,1996-01-01,0.16
229,PS,1996-01-01,4.63
484,N64,1996-01-01,2.94
7320,PS,1996-01-01,0.21
2514,N64,1996-01-01,0.82
3640,PS,1996-01-01,0.55
8301,PS,1996-01-01,0.17
6568,SAT,1996-01-01,0.26
10755,PS,1996-01-01,0.1
8426,SNES,1996-01-01,0.17
13350,PS,1996-01-01,0.05
8421,SNES,1996-01-01,0.17
12809,PS,1996-01-01,0.06
12500,PS,1996-01-01,0.06
8955,PS,1996-01-01,0.15
201,PS,1996-01-01,5.05
4148,PS,1996-01-01,0.47
4399,PS,1996-01-01,0.45
12764,PS,1996-01-01,0.06
7120,GB,1996-01-01,0.23
11162,PS,1996-01-01,0.09
1974,SNES,1996-01-01,1.05
8388,PS,1996-01-01,0.17
532,PS,1996-01-01,2.79
1972,PS,1996-01-01,1.05
3647,SAT,1996-01-01,0.55
7383,PS,1996-01-01,0.21
5681,SNES,1996-01-01,0.32
13673,SNES,1996-01-01,0.04
4450,SNES,1996-01-01,0.44
6604,SAT,1996-01-01,0.26
646,PS,1996-01-01,2.4
9215,PS,1996-01-01,0.14
9843,PS,1996-01-01,0.12
7589,PS,1996-01-01,0.2
13415,SAT,1996-01-01,0.05
11383,PS,1996-01-01,0.08
11378,PS,1996-01-01,0.08
325,PS,1996-01-01,3.77
2687,PS,1996-01-01,0.76
9190,PS,1996-01-01,0.14
5816,SNES,1996-01-01,0.31
8251,PS,1996-01-01,0.17
2389,PS,1996-01-01,0.87
4214,PS,1996-01-01,0.47
152,PS,1996-01-01,5.74
13498,PS,1996-01-01,0.04
1495,PS,1996-01-01,1.32
7084,SNES,1996-01-01,0.23
7576,SAT,1996-01-01,0.2
4507,SAT,1996-01-01,0.43
293,PS,1996-01-01,4.05
3759,PS,1996-01-01,0.53
13909,PS,1996-01-01,0.04
5829,SAT,1996-01-01,0.3
4540,PS,1996-01-01,0.43
9756,SNES,1996-01-01,0.12
10281,SAT,1996-01-01,0.11
12180,PS,1996-01-01,0.07
6786,PS,1996-01-01,0.24
14029,PS,1996-01-01,0.04
13216,SAT,1996-01-01,0.05
11474,SAT,1996-01-01,0.08
12217,SNES,1996-01-01,0.07
6655,PS,1996-01-01,0.25
5168,SAT,1996-01-01,0.36
6322,GB,1996-01-01,0.27
7225,N64,1996-01-01,0.22
12240,PS,1996-01-01,0.07
4979,PS,1996-01-01,0.38
3777,PS,1996-01-01,0.53
8684,PS,1996-01-01,0.16
762,SNES,1996-01-01,2.14
7188,PS,1996-01-01,0.22
5445,PS,1996-01-01,0.33
5551,PS,1996-01-01,0.33
1428,SNES,1996-01-01,1.36
13907,PS,1996-01-01,0.04
13914,NG,1996-01-01,0.04
10229,SAT,1996-01-01,0.11
7235,PS,1996-01-01,0.22
2435,PS,1996-01-01,0.85
10708,SAT,1996-01-01,0.1
2661,PS,1996-01-01,0.77
8660,PS,1996-01-01,0.16
7552,SAT,1996-01-01,0.2
3885,PS,1996-01-01,0.51
5030,PS,1996-01-01,0.38
12844,PS,1996-01-01,0.05
672,GB,1996-01-01,2.35
15168,SNES,1996-01-01,0.02
6897,SNES,1996-01-01,0.24
15185,SAT,1996-01-01,0.02
6410,PS,1996-01-01,0.27
13478,PS,1996-01-01,0.04
8662,PS,1996-01-01,0.16
10093,SAT,1996-01-01,0.11
2022,PC,1996-01-01,1.03
13241,SNES,1996-01-01,0.05
9886,PS,1996-01-01,0.12
15760,PS,1996-01-01,0.02
2296,SNES,1996-01-01,0.9
4481,SAT,1996-01-01,0.44
9185,PS,1996-01-01,0.14
1754,PS,1997-01-01,1.16
8442,SAT,1997-01-01,0.17
13443,PS,1997-01-01,0.05
5201,PS,1997-01-01,0.36
5637,PS,1997-01-01,0.32
13512,PS,1997-01-01,0.04
12740,PS,1997-01-01,0.06
9493,SAT,1997-01-01,0.13
5549,PS,1997-01-01,0.33
5205,N64,1997-01-01,0.36
2948,PS,1997-01-01,0.69
2492,PS,1997-01-01,0.83
5154,GB,1997-01-01,0.37
8449,SNES,1997-01-01,0.17
12654,PS,1997-01-01,0.06
8809,SAT,1997-01-01,0.15
14452,PS,1997-01-01,0.03
2441,PS,1997-01-01,0.85
5189,PS,1997-01-01,0.36
1886,PS,1997-01-01,1.09
2419,N64,1997-01-01,0.86
8789,SAT,1997-01-01,0.15
9010,PS,1997-01-01,0.14
1954,N64,1997-01-01,1.06
5377,PS,1997-01-01,0.34
4810,PS,1997-01-01,0.4
1780,PS,1997-01-01,1.15
5630,N64,1997-01-01,0.32
1852,PS,1997-01-01,1.1
9058,PS,1997-01-01,0.14
2982,PS,1997-01-01,0.68
5599,PS,1997-01-01,0.32
5612,PS,1997-01-01,0.32
6030,N64,1997-01-01,0.29
2975,PS,1997-01-01,0.68
5206,N64,1997-01-01,0.36
4794,GB,1997-01-01,0.4
2384,PS,1997-01-01,0.87
5200,SNES,1997-01-01,0.36
8817,PS,1997-01-01,0.15
9031,PS,1997-01-01,0.14
5194,PS,1997-01-01,0.36
8580,PS,1997-01-01,0.16
1747,PS,1997-01-01,1.16
1928,PS,1997-01-01,1.07
7907,PS,1997-01-01,0.19
13363,N64,1997-01-01,0.05
2050,PS,1997-01-01,1.01
9097,PS,1997-01-01,0.14
1520,PS,1997-01-01,1.3
5784,PS,1997-01-01,0.31
8093,PS,1997-01-01,0.18
5778,SAT,1997-01-01,0.31
5939,PS,1997-01-01,0.3
2641,PS,1997-01-01,0.78
4893,PS,1997-01-01,0.39
9169,PS,1997-01-01,0.14
1551,PS,1997-01-01,1.27
9181,SAT,1997-01-01,0.14
8297,PS,1997-01-01,0.17
12843,PS,1997-01-01,0.05
8718,PS,1997-01-01,0.15
2001,N64,1997-01-01,1.04
9166,PS,1997-01-01,0.14
2249,PS,1997-01-01,0.92
12051,PS,1997-01-01,0.07
9376,PS,1997-01-01,0.13
8051,PS,1997-01-01,0.18
12937,PS,1997-01-01,0.05
1326,GB,1997-01-01,1.45
13900,PS,1997-01-01,0.04
12098,SAT,1997-01-01,0.07
13912,PS,1997-01-01,0.04
9294,PS,1997-01-01,0.14
5892,PS,1997-01-01,0.3
2794,PS,1997-01-01,0.73
12174,PS,1997-01-01,0.07
12210,PS,1997-01-01,0.07
5896,SNES,1997-01-01,0.3
5857,PS,1997-01-01,0.3
8904,SAT,1997-01-01,0.15
2746,PS,1997-01-01,0.75
1437,PS,1997-01-01,1.35
2742,N64,1997-01-01,0.75
2056,PS,1997-01-01,1.0
12116,PS,1997-01-01,0.07
1451,PS,1997-01-01,1.35
4984,PS,1997-01-01,0.38
2035,PS,1997-01-01,1.02
12114,PS,1997-01-01,0.07
12301,PS,1997-01-01,0.06
2062,GB,1997-01-01,1.0
5261,PS,1997-01-01,0.36
1492,PS,1997-01-01,1.32
13827,PS,1997-01-01,0.04
13114,N64,1997-01-01,0.05
13824,PS,1997-01-01,0.04
2885,N64,1997-01-01,0.71
1248,PS,1997-01-01,1.51
5406,PS,1997-01-01,0.34
4827,N64,1997-01-01,0.4
2339,PS,1997-01-01,0.89
12803,SAT,1997-01-01,0.06
8864,N64,1997-01-01,0.15
1686,PS,1997-01-01,1.19
1230,PS,1997-01-01,1.52
11981,N64,1997-01-01,0.07
5998,PS,1997-01-01,0.29
12796,PS,1997-01-01,0.06
12511,SAT,1997-01-01,0.06
8863,N64,1997-01-01,0.15
1226,PS,1997-01-01,1.53
5671,PS,1997-01-01,0.32
8966,PS,1997-01-01,0.15
5670,PS,1997-01-01,0.32
5659,PS,1997-01-01,0.32
5091,PS,1997-01-01,0.37
1728,N64,1997-01-01,1.17
7993,PS,1997-01-01,0.19
1250,PS,1997-01-01,1.51
2568,PS,1997-01-01,0.8
1663,PS,1997-01-01,1.21
5736,PS,1997-01-01,0.31
1604,PS,1997-01-01,1.24
2892,PS,1997-01-01,0.71
1993,PS,1997-01-01,1.04
2604,PS,1997-01-01,0.79
12029,PS,1997-01-01,0.07
1280,GB,1997-01-01,1.48
9148,PS,1997-01-01,0.14
5703,PS,1997-01-01,0.31
1635,PS,1997-01-01,1.22
1636,GB,1997-01-01,1.22
8019,SAT,1997-01-01,0.18
9412,SAT,1997-01-01,0.13
8940,PS,1997-01-01,0.15
9420,PS,1997-01-01,0.13
1642,PS,1997-01-01,1.22
1643,PS,1997-01-01,1.22
9133,PS,1997-01-01,0.14
9130,PS,1997-01-01,0.14
2916,PS,1997-01-01,0.7
4829,N64,1997-01-01,0.4
5753,N64,1997-01-01,0.31
8552,SNES,1997-01-01,0.16
7861,N64,1997-01-01,0.19
6342,N64,1997-01-01,0.27
851,PS,1997-01-01,1.99
9738,PS,1997-01-01,0.12
6275,PS,1997-01-01,0.27
7075,PS,1997-01-01,0.23
6288,PS,1997-01-01,0.27
7091,PS,1997-01-01,0.23
4567,SAT,1997-01-01,0.42
4561,PS,1997-01-01,0.43
11475,N64,1997-01-01,0.08
7617,N64,1997-01-01,0.2
791,PS,1997-01-01,2.09
11469,PS,1997-01-01,0.08
4592,PS,1997-01-01,0.42
3309,PS,1997-01-01,0.61
7597,PS,1997-01-01,0.2
15027,PS,1997-01-01,0.02
178,PS,1997-01-01,5.24
6755,PS,1997-01-01,0.25
4532,N64,1997-01-01,0.43
7104,PS,1997-01-01,0.23
3357,SAT,1997-01-01,0.6
15074,PS,1997-01-01,0.02
3361,N64,1997-01-01,0.6
715,PS,1997-01-01,2.25
3389,PS,1997-01-01,0.59
10749,PS,1997-01-01,0.1
14995,PS,1997-01-01,0.02
213,N64,1997-01-01,4.88
11524,SAT,1997-01-01,0.08
4600,SAT,1997-01-01,0.42
9656,PS,1997-01-01,0.13
84,N64,1997-01-01,8.09
7767,PS,1997-01-01,0.19
9659,SAT,1997-01-01,0.12
10636,N64,1997-01-01,0.1
10637,N64,1997-01-01,0.1
7014,GB,1997-01-01,0.23
9682,PS,1997-01-01,0.12
95,PS,1997-01-01,7.58
6816,PS,1997-01-01,0.24
11631,SAT,1997-01-01,0.08
6815,PS,1997-01-01,0.24
3244,PS,1997-01-01,0.62
3185,PS,1997-01-01,0.63
6217,SAT,1997-01-01,0.28
10659,PS,1997-01-01,0.1
14786,PS,1997-01-01,0.03
14804,PS,1997-01-01,0.03
9716,PS,1997-01-01,0.12
6787,PS,1997-01-01,0.24
3226,PS,1997-01-01,0.63
882,PS,1997-01-01,1.94
10675,PS,1997-01-01,0.1
3899,PS,1997-01-01,0.51
11544,PS,1997-01-01,0.08
6254,PS,1997-01-01,0.28
927,N64,1997-01-01,1.86
4666,PS,1997-01-01,0.42
7127,PS,1997-01-01,0.23
694,PC,1997-01-01,2.29
296,N64,1997-01-01,4.03
4190,N64,1997-01-01,0.47
10861,PS,1997-01-01,0.09
7411,N64,1997-01-01,0.21
10265,SAT,1997-01-01,0.11
10257,PS,1997-01-01,0.11
3533,N64,1997-01-01,0.57
527,PS,1997-01-01,2.79
10247,SAT,1997-01-01,0.11
510,N64,1997-01-01,2.85
10221,N64,1997-01-01,0.11
359,PS,1997-01-01,3.56
6467,PS,1997-01-01,0.26
362,PS,1997-01-01,3.54
15515,PS,1997-01-01,0.02
10219,N64,1997-01-01,0.11
7332,SAT,1997-01-01,0.21
10082,PS,1997-01-01,0.11
7329,SAT,1997-01-01,0.21
7326,SAT,1997-01-01,0.21
11058,PS,1997-01-01,0.09
15540,PS,1997-01-01,0.02
6560,SAT,1997-01-01,0.26
10176,PS,1997-01-01,0.11
6585,SAT,1997-01-01,0.26
10982,PS,1997-01-01,0.09
7262,GB,1997-01-01,0.22
704,PS,1997-01-01,2.28
7424,PS,1997-01-01,0.21
6673,PS,1997-01-01,0.25
3412,N64,1997-01-01,0.59
10769,PS,1997-01-01,0.1
7146,N64,1997-01-01,0.22
684,PS,1997-01-01,2.32
10314,PS,1997-01-01,0.11
10795,PS,1997-01-01,0.1
4452,N64,1997-01-01,0.44
3444,PS,1997-01-01,0.58
648,PC,1997-01-01,2.4
15207,PS,1997-01-01,0.02
635,PC,1997-01-01,2.43
630,PS,1997-01-01,2.45
4187,N64,1997-01-01,0.47
9947,SAT,1997-01-01,0.12
10311,SAT,1997-01-01,0.11
4438,PS,1997-01-01,0.44
6439,PS,1997-01-01,0.27
3465,N64,1997-01-01,0.58
6691,N64,1997-01-01,0.25
6689,N64,1997-01-01,0.25
6688,N64,1997-01-01,0.25
6687,N64,1997-01-01,0.25
278,PS,1997-01-01,4.16
281,PC,1997-01-01,4.12
3800,PS,1997-01-01,0.53
11227,PS,1997-01-01,0.09
11246,PS,1997-01-01,0.09
14715,PS,1997-01-01,0.03
3667,SAT,1997-01-01,0.55
52,PS,1997-01-01,10.95
9510,SAT,1997-01-01,0.13
4050,SAT,1997-01-01,0.49
11753,PS,1997-01-01,0.07
11842,PS,1997-01-01,0.07
10618,SAT,1997-01-01,0.1
6110,PS,1997-01-01,0.28
3987,PS,1997-01-01,0.5
4725,PS,1997-01-01,0.41
14537,PS,1997-01-01,0.03
16379,PC,1997-01-01,0.01
66,PS,1997-01-01,9.72
16436,PC,1997-01-01,0.01
9618,SAT,1997-01-01,0.13
1077,PS,1997-01-01,1.68
3946,PS,1997-01-01,0.51
4734,PS,1997-01-01,0.41
7860,N64,1997-01-01,0.19
1074,PS,1997-01-01,1.68
4045,N64,1997-01-01,0.49
11784,SAT,1997-01-01,0.07
1064,N64,1997-01-01,1.69
7862,N64,1997-01-01,0.19
2618,N64,1998-01-01,0.79
14431,PS,1998-01-01,0.03
8319,PS,1998-01-01,0.17
11673,PS,1998-01-01,0.08
11814,PS,1998-01-01,0.07
8581,N64,1998-01-01,0.16
6690,N64,1998-01-01,0.25
1579,PS,1998-01-01,1.26
1065,PS,1998-01-01,1.69
1577,PS,1998-01-01,1.26
5512,PS,1998-01-01,0.33
622,PS,1998-01-01,2.48
7467,PS,1998-01-01,0.21
6878,PS,1998-01-01,0.24
1572,PS,1998-01-01,1.26
12394,PS,1998-01-01,0.06
5737,PS,1998-01-01,0.31
6686,N64,1998-01-01,0.25
1596,PS,1998-01-01,1.25
4186,N64,1998-01-01,0.47
9964,PS,1998-01-01,0.12
11217,PS,1998-01-01,0.09
7186,PS,1998-01-01,0.22
13744,N64,1998-01-01,0.04
11832,PS,1998-01-01,0.07
3480,PS,1998-01-01,0.58
1622,PS,1998-01-01,1.23
6450,DC,1998-01-01,0.26
2394,PS,1998-01-01,0.87
10822,PS,1998-01-01,0.09
3474,PS,1998-01-01,0.58
5718,PS,1998-01-01,0.31
9962,SAT,1998-01-01,0.12
13755,PS,1998-01-01,0.04
9155,N64,1998-01-01,0.14
3471,PS,1998-01-01,0.58
1911,PS,1998-01-01,1.08
13079,PS,1998-01-01,0.05
3467,N64,1998-01-01,0.58
5047,PS,1998-01-01,0.38
3466,N64,1998-01-01,0.58
5754,N64,1998-01-01,0.31
1937,PS,1998-01-01,1.06
5756,N64,1998-01-01,0.31
12324,SAT,1998-01-01,0.06
6719,PS,1998-01-01,0.25
5791,PS,1998-01-01,0.31
7840,PS,1998-01-01,0.19
3847,PS,1998-01-01,0.52
5796,PS,1998-01-01,0.31
10757,PS,1998-01-01,0.1
15134,PC,1998-01-01,0.02
13315,PS,1998-01-01,0.05
3399,PS,1998-01-01,0.59
8773,PS,1998-01-01,0.15
7123,PS,1998-01-01,0.23
3391,PS,1998-01-01,0.59
4149,N64,1998-01-01,0.47
9876,PS,1998-01-01,0.12
2958,PS,1998-01-01,0.69
3370,PS,1998-01-01,0.6
11363,DC,1998-01-01,0.08
205,PS,1998-01-01,5.0
3366,PS,1998-01-01,0.6
1489,PS,1998-01-01,1.32
5017,PS,1998-01-01,0.38
3072,PS,1998-01-01,0.66
3058,PS,1998-01-01,0.66
6700,PS,1998-01-01,0.25
2655,PS,1998-01-01,0.78
9912,PS,1998-01-01,0.12
5509,N64,1998-01-01,0.33
637,DC,1998-01-01,2.42
30,GB,1998-01-01,14.64
642,PS,1998-01-01,2.41
6412,PS,1998-01-01,0.27
5334,PS,1998-01-01,0.35
659,N64,1998-01-01,2.38
11280,PS,1998-01-01,0.08
12354,PS,1998-01-01,0.06
9573,PS,1998-01-01,0.13
6704,SAT,1998-01-01,0.25
6706,SAT,1998-01-01,0.25
14405,SAT,1998-01-01,0.03
673,GB,1998-01-01,2.35
1945,PS,1998-01-01,1.06
12779,PS,1998-01-01,0.06
13859,PS,1998-01-01,0.04
11298,PS,1998-01-01,0.08
6389,PS,1998-01-01,0.27
8590,N64,1998-01-01,0.16
8277,SAT,1998-01-01,0.17
1953,N64,1998-01-01,1.06
5782,PS,1998-01-01,0.31
13008,PS,1998-01-01,0.05
4188,N64,1998-01-01,0.47
15346,SAT,1998-01-01,0.02
6913,PS,1998-01-01,0.24
11049,N64,1998-01-01,0.09
10913,SAT,1998-01-01,0.09
6887,PS,1998-01-01,0.24
10085,SAT,1998-01-01,0.11
2993,PS,1998-01-01,0.68
5593,N64,1998-01-01,0.32
3718,N64,1998-01-01,0.54
9095,PS,1998-01-01,0.14
2992,PS,1998-01-01,0.68
3013,PS,1998-01-01,0.67
6609,PS,1998-01-01,0.25
11048,N64,1998-01-01,0.09
13066,PS,1998-01-01,0.05
1731,PS,1998-01-01,1.17
9017,PS,1998-01-01,0.14
3722,PS,1998-01-01,0.54
6611,SAT,1998-01-01,0.25
14515,PS,1998-01-01,0.03
4338,PS,1998-01-01,0.45
3021,PS,1998-01-01,0.67
4340,PS,1998-01-01,0.45
13497,PS,1998-01-01,0.04
4754,PS,1998-01-01,0.41
504,PS,1998-01-01,2.87
1138,PS,1998-01-01,1.62
8397,PS,1998-01-01,0.17
11045,N64,1998-01-01,0.09
11024,PS,1998-01-01,0.09
1790,N64,1998-01-01,1.14
14494,N64,1998-01-01,0.03
3672,SAT,1998-01-01,0.55
1785,PS,1998-01-01,1.14
14492,N64,1998-01-01,0.03
6575,PS,1998-01-01,0.26
400,PS,1998-01-01,3.34
13553,PS,1998-01-01,0.04
10984,PS,1998-01-01,0.09
1779,PS,1998-01-01,1.15
397,PS,1998-01-01,3.36
5152,DC,1998-01-01,0.37
10988,SAT,1998-01-01,0.09
15628,PS,1998-01-01,0.02
388,PS,1998-01-01,3.42
13570,PS,1998-01-01,0.04
6566,PS,1998-01-01,0.26
442,PS,1998-01-01,3.12
2491,PS,1998-01-01,0.83
5120,PS,1998-01-01,0.37
9067,DC,1998-01-01,0.14
10215,PS,1998-01-01,0.11
2501,PS,1998-01-01,0.83
3627,PS,1998-01-01,0.55
1810,PS,1998-01-01,1.13
12514,N64,1998-01-01,0.06
7245,PS,1998-01-01,0.22
10051,PS,1998-01-01,0.11
15791,PS,1998-01-01,0.02
6638,PS,1998-01-01,0.25
8384,PS,1998-01-01,0.17
13710,N64,1998-01-01,0.04
7864,N64,1998-01-01,0.19
554,N64,1998-01-01,2.7
12680,PS,1998-01-01,0.06
9122,PS,1998-01-01,0.14
1878,PS,1998-01-01,1.09
7413,N64,1998-01-01,0.21
5695,PS,1998-01-01,0.32
13707,PS,1998-01-01,0.04
11192,PS,1998-01-01,0.09
10858,PS,1998-01-01,0.09
10853,SAT,1998-01-01,0.09
9125,PS,1998-01-01,0.14
1647,PS,1998-01-01,1.22
2420,PS,1998-01-01,0.86
567,PS,1998-01-01,2.67
12694,SAT,1998-01-01,0.06
1152,N64,1998-01-01,1.6
8248,PS,1998-01-01,0.17
11834,PS,1998-01-01,0.07
9969,PS,1998-01-01,0.12
12466,DC,1998-01-01,0.06
8522,PS,1998-01-01,0.16
1868,PS,1998-01-01,1.1
8521,PS,1998-01-01,0.16
15473,PS,1998-01-01,0.02
1143,GB,1998-01-01,1.61
10878,SAT,1998-01-01,0.09
7241,PS,1998-01-01,0.22
4353,PS,1998-01-01,0.45
341,N64,1998-01-01,3.65
12513,N64,1998-01-01,0.06
12512,N64,1998-01-01,0.06
335,GB,1998-01-01,3.7
4364,N64,1998-01-01,0.45
1694,N64,1998-01-01,1.19
11915,PS,1998-01-01,0.07
2553,PS,1998-01-01,0.81
12510,N64,1998-01-01,0.06
10021,SAT,1998-01-01,0.11
12509,N64,1998-01-01,0.06
12508,N64,1998-01-01,0.06
5349,PS,1998-01-01,0.34
529,PS,1998-01-01,2.79
2557,PS,1998-01-01,0.81
13695,PS,1998-01-01,0.04
1860,N64,1998-01-01,1.1
12506,N64,1998-01-01,0.06
3756,SAT,1998-01-01,0.53
10531,PS,1998-01-01,0.1
1891,PS,1998-01-01,1.09
728,GB,1998-01-01,2.22
689,PS,1998-01-01,2.31
1415,PS,1998-01-01,1.37
8151,PS,1998-01-01,0.18
12033,PS,1998-01-01,0.07
2024,PS,1998-01-01,1.03
3277,PC,1998-01-01,0.62
2112,N64,1998-01-01,0.98
14933,PC,1998-01-01,0.02
14071,PC,1998-01-01,0.04
14222,PS,1998-01-01,0.03
4684,PC,1998-01-01,0.41
10640,N64,1998-01-01,0.1
818,PS,1998-01-01,2.06
5398,PS,1998-01-01,0.34
4612,PS,1998-01-01,0.42
9303,PS,1998-01-01,0.14
3086,PS,1998-01-01,0.66
151,PS,1998-01-01,5.82
12877,PS,1998-01-01,0.05
4932,N64,1998-01-01,0.39
5451,PS,1998-01-01,0.33
6023,N64,1998-01-01,0.29
3174,N64,1998-01-01,0.64
11478,N64,1998-01-01,0.08
11479,N64,1998-01-01,0.08
11481,N64,1998-01-01,0.08
12178,PS,1998-01-01,0.07
805,PC,1998-01-01,2.08
6024,N64,1998-01-01,0.29
3280,N64,1998-01-01,0.62
14036,PC,1998-01-01,0.04
2893,PS,1998-01-01,0.71
1235,PS,1998-01-01,1.52
94,N64,1998-01-01,7.6
1404,PS,1998-01-01,1.38
11649,SAT,1998-01-01,0.08
5457,PS,1998-01-01,0.33
8658,PS,1998-01-01,0.16
9687,PS,1998-01-01,0.12
6220,PS,1998-01-01,0.28
6233,PS,1998-01-01,0.28
13251,PS,1998-01-01,0.05
106,PS,1998-01-01,7.13
2799,N64,1998-01-01,0.73
4687,PS,1998-01-01,0.41
14120,SAT,1998-01-01,0.03
11735,PS,1998-01-01,0.07
889,GB,1998-01-01,1.93
5394,N64,1998-01-01,0.34
9338,PS,1998-01-01,0.13
105,PS,1998-01-01,7.16
2040,PS,1998-01-01,1.01
2831,PS,1998-01-01,0.72
1222,PS,1998-01-01,1.53
7795,PS,1998-01-01,0.19
920,PS,1998-01-01,1.87
6963,PS,1998-01-01,0.23
9725,PS,1998-01-01,0.12
12085,PS,1998-01-01,0.07
9395,PS,1998-01-01,0.13
4114,N64,1998-01-01,0.48
2283,N64,1998-01-01,0.91
12101,GB,1998-01-01,0.07
1042,PS,1998-01-01,1.71
1021,PS,1998-01-01,1.74
3093,PS,1998-01-01,0.66
1307,PS,1998-01-01,1.46
3115,PS,1998-01-01,0.65
837,N64,1998-01-01,2.03
145,PS,1998-01-01,6.03
4911,PS,1998-01-01,0.39
10641,N64,1998-01-01,0.1
13229,PC,1998-01-01,0.05
1027,PS,1998-01-01,1.73
14893,PS,1998-01-01,0.03
6274,PS,1998-01-01,0.27
2853,PS,1998-01-01,0.72
14320,SAT,1998-01-01,0.03
9452,PS,1998-01-01,0.13
9733,PS,1998-01-01,0.12
1297,PS,1998-01-01,1.46
11623,SAT,1998-01-01,0.08
5265,PS,1998-01-01,0.35
7020,PS,1998-01-01,0.23
4584,PS,1998-01-01,0.42
7621,N64,1998-01-01,0.2
6240,PS,1998-01-01,0.28
14152,PS,1998-01-01,0.03
12269,DC,1998-01-01,0.06
6344,N64,1998-01-01,0.27
6343,N64,1998-01-01,0.27
753,N64,1998-01-01,2.17
13204,PS,1998-01-01,0.05
9224,SNES,1998-01-01,0.14
5830,PS,1998-01-01,0.3
4986,PS,1998-01-01,0.38
6938,PS,1998-01-01,0.24
9432,PS,1998-01-01,0.13
3203,N64,1998-01-01,0.63
2093,PS,1998-01-01,0.99
4621,N64,1998-01-01,0.42
10621,PS,1998-01-01,0.1
8887,PS,1998-01-01,0.15
14368,SAT,1998-01-01,0.03
4983,GB,1998-01-01,0.38
11418,PS,1998-01-01,0.08
1003,PS,1998-01-01,1.75
9275,PS,1998-01-01,0.14
5413,PS,1998-01-01,0.34
7036,PS,1998-01-01,0.23
11379,SNES,1998-01-01,0.08
9619,PS,1998-01-01,0.13
11986,N64,1998-01-01,0.07
1985,PS,1998-01-01,1.05
14710,PS,1998-01-01,0.03
4885,N64,1998-01-01,0.39
8869,PS,1998-01-01,0.15
2696,PS,1998-01-01,0.76
12824,SAT,1998-01-01,0.05
4531,N64,1998-01-01,0.43
10630,N64,1998-01-01,0.1
10634,N64,1998-01-01,0.1
1472,N64,1998-01-01,1.33
10744,PS,1998-01-01,0.1
2922,PS,1998-01-01,0.7
11671,SAT,1998-01-01,0.08
1255,PS,1998-01-01,1.5
15035,PS,1998-01-01,0.02
4106,PS,1998-01-01,0.48
7603,PS,1998-01-01,0.2
917,PS,1998-01-01,1.88
2311,N64,1998-01-01,0.9
2002,PS,1998-01-01,1.04
11450,PS,1998-01-01,0.08
3305,PS,1998-01-01,0.61
11616,PS,1998-01-01,0.08
785,PS,1998-01-01,2.1
11476,N64,1998-01-01,0.08
11462,SAT,1998-01-01,0.08
1236,PS,1998-01-01,1.52
11958,PS,1998-01-01,0.07
14365,SAT,1998-01-01,0.03
11965,PS,1998-01-01,0.07
10638,N64,1998-01-01,0.1
7618,N64,1998-01-01,0.2
1421,N64,1998-01-01,1.37
8722,PS,1998-01-01,0.15
13116,N64,1998-01-01,0.05
10379,PS,1998-01-01,0.11
6188,PS,1998-01-01,0.28
943,N64,1998-01-01,1.83
8900,PS,1998-01-01,0.15
12247,PS,1998-01-01,0.06
11665,PS,1998-01-01,0.08
2907,PS,1998-01-01,0.7
5251,PS,1998-01-01,0.36
1265,PS,1998-01-01,1.5
9666,SAT,1998-01-01,0.12
9709,PS,1998-01-01,0.12
8634,SAT,1998-01-01,0.16
8076,SAT,1998-01-01,0.18
1312,PS,1998-01-01,1.46
